name,occupation,count,birthtime,birthplace,location,point,chart
Paul_Valéry,r_poets,282,"['1871', 10, '30', '19:00']","Ste, France","Saint-Étienne, Loire, Auvergne-Rhône-Alpes, France métropolitaine, France","('45n4401', '4e3873')",<flatlib.chart.Chart object at 0x6247e57f0>
Karoline_von_Gunderode,r_poets,284,"['1780', 2, '11', '05:15']","Karlsruhe, Germany","Karlsruhe, Baden-Württemberg, Deutschland","('49n0069', '8e4034')",<flatlib.chart.Chart object at 0x624b05f98>
Victor_von_Scheffel,r_poets,286,"['1826', 2, '16', '15:30']","Karlsruhe, Germany","Karlsruhe, Baden-Württemberg, Deutschland","('49n0069', '8e4034')",<flatlib.chart.Chart object at 0x624ae8208>
David_Wagoner,r_poets,287,"['1926', 6, '5', '04:22']","Massillon, Ohio, United States","Massillon, Stark County, Ohio, United States of America","('40n7967', '81w5215')",<flatlib.chart.Chart object at 0x624ae89b0>
Diane_Wakoski,r_poets,288,"['1937', 8, '3', '00:30']","Whittier, California, United States","Whittier, Los Angeles County, California, United States of America","('33n9709', '118w0308')",<flatlib.chart.Chart object at 0x624adb898>
Lew_Welch,r_poets,289,"['1926', 8, '16', '21:40']","Phoenix, Arizona, United States","Phoenix, Maricopa County, Arizona, United States of America","('33n4484', '112w0741')",<flatlib.chart.Chart object at 0x624adb860>
Mathilde_Wesendonck,r_poets,290,"['1828', 12, '23', '03:15']","Wuppertal, Germany","Wuppertal, Nordrhein-Westfalen, 42285, Deutschland","('51n264', '7e178')",<flatlib.chart.Chart object at 0x624b1a8d0>
C._K._Williams,r_poets,291,"['1936', 11, '4', '00:21']","Newark, New Jersey, United States","Newark, Essex County, New Jersey, United States of America","('40n7357', '74w1724')",<flatlib.chart.Chart object at 0x624b1a828>
Edwin_Wilson,r_poets,292,"['1942', 10, '27', '17:30']","Lismore, New South Wales, Australia","Lismore Street, Hoxton Park, Sydney, New South Wales, 2171, Australia","('33s9296', '150e8569')",<flatlib.chart.Chart object at 0x624b0c8d0>
James_Arlington_Wright,r_poets,293,"['1927', 12, '13', '14:40']","Martins Ferry, Ohio, United States","Martins Ferry, Belmont County, Ohio, United States of America","('40n0959', '80w7245')",<flatlib.chart.Chart object at 0x624b0c828>
Paul_J._Zimmer,r_poets,294,"['1934', 9, '18', '22:00']","Canton, Ohio, United States","Canton, Stark County, Ohio, United States of America","('40n799', '81w3784')",<flatlib.chart.Chart object at 0x624b06048>
Jose_Zorrilla,r_poets,295,"['1817', 2, '21', '20:00']","Valladolid, Spain","Valladolid, Castilla y León, España","('41n6521', '4w7286')",<flatlib.chart.Chart object at 0x624b06828>
Branwell_Brontë,r_poets,297,"['1817', 6, '26', '03:00']","Thornton, England, United Kingdom","Thornton, Thornborough, Buckinghamshire, South East, England, United Kingdom","('52n0155', '0w9054')",<flatlib.chart.Chart object at 0x624b06fd0>
